ID;Name;global_id;AdmArea;District;Address;MetroStation;MetroLine;WiFiAvailability;BabyCareRoom;SanitationFacilities;PublicPhone;Latitude_WGS84;Longitude_WGS84;geodata_center;geoarea
1;Автостанция «Варшавская»;14172647;Южный административный округ;Нагорный район;Каширский проезд, владение 19;Варшавская;Каховская линия;есть;есть;9;'Phone:(499) 940-08-43

';55.656216;37.624292;0101000000C493DDCCE8CF4240548EC9E2FED34B40;
3;Автостанция «Новоясеневская»;14172681;Юго-Западный административный округ;район Ясенево;Новоясеневский тупик, владение 4;Новоясеневская;Калужско-Рижская линия;нет;есть;есть;'Phone:(495) 426-87-51

Phone:(967) 079-87-24

';55.598421;37.554223;010100000073D87DC7F0C64240AC1E300F99CC4B40;
7;Автовокзал «Центральный»;14172683;Восточный административный округ;район Северное Измайлово;Щелковское шоссе, дом 75;Щёлковская;Арбатско-Покровская линия;есть;есть;есть;'Phone:(499) 940-08-43

';55.811108;37.8000853;010100000053C1F23169E6424011C30E63D2E74B40;
9;Международный автовокзал «Южные ворота»;14172711;Южный административный округ;район Братеево;город Москва, 19-й километр Московской Кольцевой Автодороги, владение 20, строение 2;Алма-Атинская;Замоскворецкая линия;есть;есть;13;'Phone:(499) 940-08-43

';55.622275;37.785643;010100000069AA27F38FE44240280F0BB5A6CF4B40;
4;Автостанция «Орехово»;14172836;Южный административный округ;район Орехово-Борисово Северное;город Москва, Шипиловский проезд, владение 31;Орехово;Замоскворецкая линия;есть;нет;6;'Phone:(499) 940-08-43

';55.616368;37.697514;01010000004640852348D9424085268925E5CE4B40;
13;Международный автовокзал «Северные ворота»;920009265;Северный административный округ;район Ховрино;город Москва, улица Дыбенко, дом 7, строение 1;Ховрино;Замоскворецкая линия;нет;есть;29;'Phone:(499) 940-08-43

';55.879048;37.480529;0101000000C9E369F981BD42409ECE15A584F04B40;
14;Международный автовокзал «Саларьево»;1047080098;Новомосковский административный округ;поселение Московский;г. Москва, пос. Московский, Киевское шоссе, 23-й км, д. 1, стр. 1;Саларьево;Сокольническая линия;нет;есть;19;'Phone:(499) 940-08-43

';55.621122;37.421632;01010000003A799109F8B54240BE69FAEC80CF4B40;
